timestamp,orgUuid,facId,error
2025-07-10 10:23:56.671112,170926C1-A88F-4869-913D-84FB2A7DA745,81,401
2025-07-10 10:23:57.190491,170926C1-A88F-4869-913D-84FB2A7DA745,82,401
2025-07-10 10:23:57.362427,170926C1-A88F-4869-913D-84FB2A7DA745,84,401
2025-07-10 10:23:57.486748,B328E3F1-4132-4CA6-A935-E470FE90B464,1,401
2025-07-10 10:23:57.659402,B328E3F1-4132-4CA6-A935-E470FE90B464,2,401
2025-07-10 10:23:57.788179,B328E3F1-4132-4CA6-A935-E470FE90B464,4,401
2025-07-10 10:23:57.903301,09808754-70DD-40EB-B558-D0CBE2CC71B8,15,401
2025-07-10 10:23:58.030246,58401B57-969A-49E8-B40C-93467C19FB3E,7,401
2025-07-10 10:23:58.139136,58401B57-969A-49E8-B40C-93467C19FB3E,8,401
2025-07-10 10:23:58.255986,58401B57-969A-49E8-B40C-93467C19FB3E,9,401
2025-07-10 10:23:58.378245,75007AAB-CB56-4CF0-BF51-56F80A84B73E,3,401
2025-07-10 10:23:58.500516,75007AAB-CB56-4CF0-BF51-56F80A84B73E,7,401
2025-07-10 10:23:58.636505,EF777A78-107F-41EA-9AC2-B78F8659E715,14,401
2025-07-10 10:23:58.759023,941B0D96-DB48-4016-AB13-DDC099A6008B,2,401
2025-07-10 10:23:58.880623,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,3,401
2025-07-10 10:23:59.005241,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,4,401
2025-07-10 10:23:59.128364,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,5,401
2025-07-10 10:23:59.254611,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,6,401
2025-07-10 10:23:59.385843,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,7,401
2025-07-10 10:23:59.509091,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,49,401
2025-07-10 10:23:59.633613,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,51,401
2025-07-10 10:23:59.754013,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,52,401
2025-07-10 10:23:59.881877,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,54,401
2025-07-10 10:24:00.007796,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,38,401
2025-07-10 10:24:00.138787,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,39,401
2025-07-10 10:24:00.261702,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,45,401
2025-07-10 10:24:00.401930,7FA467AC-01F4-41B5-A07D-0873DB4AE203,1,401
2025-07-10 10:24:00.534140,7FA467AC-01F4-41B5-A07D-0873DB4AE203,3,401
2025-07-10 10:24:00.661046,7FA467AC-01F4-41B5-A07D-0873DB4AE203,13,401
2025-07-10 10:24:00.778503,7FA467AC-01F4-41B5-A07D-0873DB4AE203,14,401
2025-07-10 10:24:00.903668,59DD1FD7-2531-4341-B85F-742CEE0E6BF0,6,401
2025-07-10 10:24:01.026018,59DD1FD7-2531-4341-B85F-742CEE0E6BF0,9,401
2025-07-10 10:24:01.150630,59DD1FD7-2531-4341-B85F-742CEE0E6BF0,10,401
2025-07-10 10:24:01.276008,92E69601-6534-41F7-A64F-A039150BD755,1,401
2025-07-10 10:24:01.403609,062DDFE6-612E-4694-A7BE-904F59D39648,1,401
2025-07-10 10:24:01.539263,062DDFE6-612E-4694-A7BE-904F59D39648,3,401
2025-07-10 10:24:01.707159,062DDFE6-612E-4694-A7BE-904F59D39648,29,401
2025-07-10 10:24:01.837842,5B094EAB-0D6D-4B7A-B885-5E7CFD1CA7CA,20,401
2025-07-10 10:24:01.965015,5B094EAB-0D6D-4B7A-B885-5E7CFD1CA7CA,22,401
2025-07-10 10:24:02.099145,5B094EAB-0D6D-4B7A-B885-5E7CFD1CA7CA,45,401
2025-07-10 10:24:02.231059,5B094EAB-0D6D-4B7A-B885-5E7CFD1CA7CA,31,401
2025-07-10 10:24:02.359913,12FE1BA2-B4A6-4F2C-8BCC-B7CE8C3CEEEA,57,401
2025-07-10 10:24:02.479454,12FE1BA2-B4A6-4F2C-8BCC-B7CE8C3CEEEA,60,401
2025-07-10 10:24:02.596371,12FE1BA2-B4A6-4F2C-8BCC-B7CE8C3CEEEA,61,401
2025-07-10 10:24:02.731170,67B45EAB-9D1D-4CEF-9F18-69A7D28B82FD,1,401
2025-07-10 10:24:02.847618,B55AC841-ECDD-4A4E-81EC-7BD54FEEAAF8,1,401
2025-07-10 10:24:02.962325,E88F045F-0FB9-4F8A-81A9-A3411658AAC8,1,401
2025-07-10 10:24:03.072632,92D0519C-812A-4AE2-BE16-02260F53656F,144,401
2025-07-10 10:24:03.194764,92D0519C-812A-4AE2-BE16-02260F53656F,115,401
2025-07-10 10:24:03.319111,92D0519C-812A-4AE2-BE16-02260F53656F,118,401
2025-07-10 10:24:03.449678,92D0519C-812A-4AE2-BE16-02260F53656F,104,401
2025-07-10 10:24:03.580531,92D0519C-812A-4AE2-BE16-02260F53656F,141,401
2025-07-10 10:24:03.703181,92D0519C-812A-4AE2-BE16-02260F53656F,142,401
