timestamp,orgUuid,facId,error
2025-07-09 17:00:48.675941,170926C1-A88F-4869-913D-84FB2A7DA745,82,504
2025-07-09 17:06:22.199035,58401B57-969A-49E8-B40C-93467C19FB3E,7,401
2025-07-09 17:06:22.348104,58401B57-969A-49E8-B40C-93467C19FB3E,8,401
2025-07-09 17:06:22.461384,58401B57-969A-49E8-B40C-93467C19FB3E,9,401
2025-07-09 17:06:22.582207,75007AAB-CB56-4CF0-BF51-56F80A84B73E,3,401
2025-07-09 17:06:22.714332,75007AAB-CB56-4CF0-BF51-56F80A84B73E,7,401
2025-07-09 17:06:22.833145,EF777A78-107F-41EA-9AC2-B78F8659E715,14,401
2025-07-09 17:06:22.953892,941B0D96-DB48-4016-AB13-DDC099A6008B,2,401
2025-07-09 17:06:23.076571,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,3,401
2025-07-09 17:06:23.198111,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,4,401
2025-07-09 17:06:23.312439,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,5,401
2025-07-09 17:06:23.433211,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,6,401
2025-07-09 17:06:23.554018,44EC0615-72CC-4A3E-A741-4946D8C5B3D0,7,401
2025-07-09 17:06:23.674998,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,49,401
2025-07-09 17:06:23.785718,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,51,401
2025-07-09 17:06:23.895356,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,52,401
2025-07-09 17:06:24.021306,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,54,401
2025-07-09 17:06:24.137203,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,38,401
2025-07-09 17:06:24.268721,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,39,401
2025-07-09 17:06:24.384627,90F91D75-ECA4-4382-BF2C-40EAC37D1C78,45,401
2025-07-09 17:06:24.507031,7FA467AC-01F4-41B5-A07D-0873DB4AE203,1,401
2025-07-09 17:06:24.622933,7FA467AC-01F4-41B5-A07D-0873DB4AE203,3,401
2025-07-09 17:06:24.738835,7FA467AC-01F4-41B5-A07D-0873DB4AE203,13,401
2025-07-09 17:06:24.870360,7FA467AC-01F4-41B5-A07D-0873DB4AE203,14,401
2025-07-09 17:06:25.240194,59DD1FD7-2531-4341-B85F-742CEE0E6BF0,6,401
2025-07-09 17:06:25.503246,59DD1FD7-2531-4341-B85F-742CEE0E6BF0,9,401
2025-07-09 17:06:25.625661,59DD1FD7-2531-4341-B85F-742CEE0E6BF0,10,401
2025-07-09 17:06:25.741561,92E69601-6534-41F7-A64F-A039150BD755,1,401
2025-07-09 17:06:25.857458,062DDFE6-612E-4694-A7BE-904F59D39648,1,401
2025-07-09 17:06:25.988983,062DDFE6-612E-4694-A7BE-904F59D39648,3,401
2025-07-09 17:06:26.111396,062DDFE6-612E-4694-A7BE-904F59D39648,29,401
2025-07-09 17:06:26.227308,5B094EAB-0D6D-4B7A-B885-5E7CFD1CA7CA,20,401
2025-07-09 17:06:26.343211,5B094EAB-0D6D-4B7A-B885-5E7CFD1CA7CA,22,401
2025-07-09 17:06:26.459100,5B094EAB-0D6D-4B7A-B885-5E7CFD1CA7CA,45,401
2025-07-09 17:06:26.590626,5B094EAB-0D6D-4B7A-B885-5E7CFD1CA7CA,31,401
2025-07-09 17:06:26.706527,12FE1BA2-B4A6-4F2C-8BCC-B7CE8C3CEEEA,57,401
2025-07-09 17:06:26.828954,12FE1BA2-B4A6-4F2C-8BCC-B7CE8C3CEEEA,60,401
2025-07-09 17:06:26.944841,12FE1BA2-B4A6-4F2C-8BCC-B7CE8C3CEEEA,61,401
2025-07-09 17:06:27.076360,67B45EAB-9D1D-4CEF-9F18-69A7D28B82FD,1,401
2025-07-09 17:06:27.214398,B55AC841-ECDD-4A4E-81EC-7BD54FEEAAF8,1,401
2025-07-09 17:06:27.330309,E88F045F-0FB9-4F8A-81A9-A3411658AAC8,1,401
2025-07-09 17:06:27.446199,92D0519C-812A-4AE2-BE16-02260F53656F,144,401
2025-07-09 17:06:27.577731,92D0519C-812A-4AE2-BE16-02260F53656F,115,401
2025-07-09 17:06:27.678011,92D0519C-812A-4AE2-BE16-02260F53656F,118,401
2025-07-09 17:06:27.816045,92D0519C-812A-4AE2-BE16-02260F53656F,104,401
2025-07-09 17:06:27.916315,92D0519C-812A-4AE2-BE16-02260F53656F,141,401
2025-07-09 17:06:28.063481,92D0519C-812A-4AE2-BE16-02260F53656F,142,401
2025-07-09 17:06:28.179376,92D0519C-812A-4AE2-BE16-02260F53656F,127,401
2025-07-09 17:06:28.310895,92D0519C-812A-4AE2-BE16-02260F53656F,143,401
2025-07-09 17:06:28.433332,208B14B8-0B93-49BB-A159-23DCBE94B499,31,401
2025-07-09 17:06:28.533599,BC58F390-C922-4749-81EE-B11B38F0F5B9,2,401
2025-07-09 17:06:28.649484,45DA6961-83A7-4AE1-A984-F06FC298C1BC,17,401
2025-07-09 17:06:28.765385,4CBE85D8-6B1B-4032-AAFB-E8A08860E74A,1,401
2025-07-09 17:06:28.881291,4CBE85D8-6B1B-4032-AAFB-E8A08860E74A,14,401
2025-07-09 17:06:28.997212,FE3744EE-9699-4DEF-B9C2-A4843DDCDDBE,1,401
2025-07-09 17:06:29.119620,FE3744EE-9699-4DEF-B9C2-A4843DDCDDBE,3,401
2025-07-09 17:06:29.251159,FE3744EE-9699-4DEF-B9C2-A4843DDCDDBE,5,401
2025-07-09 17:06:29.367061,FE3744EE-9699-4DEF-B9C2-A4843DDCDDBE,8,401
2025-07-09 17:06:29.498580,34EEB613-3971-490B-B7C5-48A687E7BF39,1,401
2025-07-09 17:06:29.598873,34EEB613-3971-490B-B7C5-48A687E7BF39,3,401
2025-07-09 17:06:29.736473,34EEB613-3971-490B-B7C5-48A687E7BF39,4,401
2025-07-09 17:06:29.868003,58C5322A-BC7A-40D1-BF2B-FC2F28C14BD4,1,401
2025-07-09 17:06:29.983893,E2CC85BC-BDA5-40D2-98FB-9C73E013CEC7,1,401
2025-07-09 17:06:30.121917,A7DE13A1-8390-42CE-AEA1-214F7880E33F,13,401
2025-07-09 17:06:30.237825,A7DE13A1-8390-42CE-AEA1-214F7880E33F,14,401
2025-07-09 17:06:30.338108,A7DE13A1-8390-42CE-AEA1-214F7880E33F,15,401
2025-07-09 17:06:30.469627,BAAA7DEA-2106-43EB-98BF-0D34C07F8BF3,1,401
2025-07-09 17:06:30.585522,BAAA7DEA-2106-43EB-98BF-0D34C07F8BF3,2,401
2025-07-09 17:06:30.701418,9DBED679-9933-4F35-B01D-A8CA133BDDCA,1,401
2025-07-09 17:06:30.823825,8A2F8D61-204A-4FC0-ADF2-51ABF110E5CD,4,401
2025-07-09 17:06:30.939741,F150552E-6D3D-4EEB-8876-74B1A5C00FF3,1,401
2025-07-09 17:06:31.086883,1DE6DA92-A134-4BE0-BFFF-67EE858A8422,18,401
2025-07-09 17:06:31.218409,1DE6DA92-A134-4BE0-BFFF-67EE858A8422,8,401
2025-07-09 17:06:31.340849,0DB7B074-C951-4B6F-91A8-50DF81215B9B,1,401
2025-07-09 17:06:31.456741,B7EA1680-06EA-4004-8AD7-B1CA7A61FAEB,149,401
2025-07-09 17:06:31.572638,2640075F-6A79-44A0-859C-6A23C75EE895,4,401
2025-07-09 17:06:31.688547,2640075F-6A79-44A0-859C-6A23C75EE895,7,401
2025-07-09 17:06:31.804447,2640075F-6A79-44A0-859C-6A23C75EE895,9,401
2025-07-09 17:06:31.926869,515686ED-EB3E-4C18-AF18-178CD38CEA5F,1,401
2025-07-09 17:06:32.058400,515686ED-EB3E-4C18-AF18-178CD38CEA5F,3,401
2025-07-09 17:06:32.174301,515686ED-EB3E-4C18-AF18-178CD38CEA5F,11,401
2025-07-09 17:06:32.288055,D2076162-75C7-4081-82A0-C62702F26D1F,3,401
2025-07-09 17:06:32.421041,D2076162-75C7-4081-82A0-C62702F26D1F,4,401
2025-07-09 17:06:32.535515,D2076162-75C7-4081-82A0-C62702F26D1F,5,401
2025-07-09 17:06:32.656237,3678763E-AB77-4F6B-AE71-88B2A1A6E584,32,401
2025-07-09 17:06:32.777132,3678763E-AB77-4F6B-AE71-88B2A1A6E584,34,401
2025-07-09 17:06:32.893032,3678763E-AB77-4F6B-AE71-88B2A1A6E584,36,401
2025-07-09 17:06:33.015447,3678763E-AB77-4F6B-AE71-88B2A1A6E584,40,401
2025-07-09 17:06:33.131370,3678763E-AB77-4F6B-AE71-88B2A1A6E584,10,401
2025-07-09 17:06:33.516847,3678763E-AB77-4F6B-AE71-88B2A1A6E584,31,401
2025-07-09 17:06:33.864581,19DE869B-9E86-4E07-BE26-8A12E315C66C,9,401
2025-07-09 17:06:33.980478,EE8AD327-7476-42F5-B8C5-5A0360B667E1,1,401
2025-07-09 17:06:34.081261,217559DC-1001-4DF5-9C33-B0964A7A9AF4,21,401
2025-07-09 17:06:34.197249,217559DC-1001-4DF5-9C33-B0964A7A9AF4,38,401
2025-07-09 17:06:34.319660,EAB99EE0-7CB6-4E4D-8D77-433E4BB851A4,169,401
2025-07-09 17:06:34.435573,0C781E73-66A9-46C0-9EB9-201E4B46026D,26,401
2025-07-09 17:06:34.535850,2D559A9D-CCF9-43AC-83DB-2BD2A320C621,1,401
2025-07-09 17:06:34.651750,FD3DB31D-9FAA-48A2-BDD0-D9035F45E62C,3,401
2025-07-09 17:06:34.783274,FD3DB31D-9FAA-48A2-BDD0-D9035F45E62C,4,401
2025-07-09 17:06:34.899171,AC60695B-956D-42CB-A27E-9A8F739BEA43,1,401
2025-07-09 17:06:35.021585,143F80E7-D11D-4754-AB3F-D8F1F30FAB37,104,401
2025-07-09 17:06:35.137503,143F80E7-D11D-4754-AB3F-D8F1F30FAB37,185,401
2025-07-09 17:06:35.253402,143F80E7-D11D-4754-AB3F-D8F1F30FAB37,44,401
2025-07-09 17:06:35.384926,F9AED6F1-7047-4D42-A9EF-1A2241E330FB,608,401
2025-07-09 17:06:35.485200,F9AED6F1-7047-4D42-A9EF-1A2241E330FB,640,401
2025-07-09 17:06:35.616730,F9AED6F1-7047-4D42-A9EF-1A2241E330FB,257,401
2025-07-09 17:06:35.739169,F9AED6F1-7047-4D42-A9EF-1A2241E330FB,289,401
2025-07-09 17:06:35.855075,F9AED6F1-7047-4D42-A9EF-1A2241E330FB,641,401
2025-07-09 17:06:35.986595,F9AED6F1-7047-4D42-A9EF-1A2241E330FB,642,401
2025-07-09 17:06:36.086888,F9AED6F1-7047-4D42-A9EF-1A2241E330FB,291,401
2025-07-09 17:06:36.202803,F9AED6F1-7047-4D42-A9EF-1A2241E330FB,643,401
2025-07-09 17:06:36.325197,F9AED6F1-7047-4D42-A9EF-1A2241E330FB,260,401
